text_clean,label_binary,label_multi,unanimous,n_hateful,n_offensive,n_neither
[USER]: Why do hoes always want to come bacc when they didn't have to leave in the first place?,non-hateful,offensive,True,0,3,0
"[USER]: [USER] Thanks for being black, in darth, and now 17 years old you kinky hentai son of a bitch",non-hateful,offensive,False,1,2,0
[USER]: “[USER]: Some*  [USER]: Niggas be so pressed for pussy” my bad yes some!,non-hateful,offensive,True,0,3,0
[USER]: My next bitch gotta take me out just because....,non-hateful,offensive,True,0,3,0
[USER]: Niggas talk more than bitches these days...,non-hateful,offensive,True,0,3,0
[USER]: Every girl sucks dick. Don't let that bitch fool you.,non-hateful,offensive,False,0,2,1
"[USER]: If he asks, ""what you about to do?"" after y'all get done fucking, you a hoe.",non-hateful,offensive,True,0,3,0
"[USER]: Also.  ""[USER]: I know one ho in particular who loves pointing out that everyone else is a ho. Lol""",non-hateful,offensive,True,0,3,0
[USER]: I always waste my time on irrelevant bitches! 😐,non-hateful,offensive,True,0,3,0
[USER]: All I see on my timeline is Ebola Ebola Ebola I hate school  Ebola  Ebola Some twitter hoes selfie Ebola Ebola Pull out ga…,non-hateful,offensive,True,0,3,0
"[USER]: ""How I'm a hoe if I only fucked 2 men?"" Bitch cuz they was best friends",non-hateful,offensive,True,0,3,0
"[USER]: 😂😂😂  [USER]: if your girl smoke weed the dopeman slamming your bitch for a G, but that's Relationship Goals to y'a…",non-hateful,offensive,True,0,3,0
"[USER]: 😂😂😂😂  [USER]: wow, she let quite a few niggas beat. equal opportunity pussy",non-hateful,offensive,False,1,2,0
[USER]: 0 hoes.,non-hateful,offensive,True,0,3,0
[USER]: A woman never cheated unless a man drove her to do it... Men only cheat for new pussy,non-hateful,offensive,True,0,3,0
[USER]: I don't do nothin for no bitch that she wouldn't do for me,non-hateful,offensive,False,1,2,0
[USER]: I'm missing a few things I really need in my life: iPhone 6 iOS 8 ps4 some bitches and a new car.,non-hateful,offensive,True,0,3,0
[USER]: If I get 30 or more retweets that's proof I get 0 bitches. Let's settle this once and for all,non-hateful,offensive,False,0,2,1
[USER]: If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along,non-hateful,neither,False,0,1,2
[USER]: If your friend is a hoe u a hoe too. Birds of a feather flock together,non-hateful,offensive,True,0,3,0
"[USER]: If your girl see that another girl likes you, her name is ""this bitch"" until further notice.",non-hateful,offensive,True,0,3,0
[USER]: Men only cheat for pussy. Women cheat cuz they think they have 2 soulmates,non-hateful,offensive,True,0,3,0
[USER]:  if no bitches texting u right now,non-hateful,offensive,True,0,3,0
[USER]:  if u lost all your bitches,non-hateful,offensive,True,0,3,0
[USER]: Stop respecting women who admit to having a hoe phase,non-hateful,offensive,False,1,2,0
[USER]: Stop stalkin your girl social media u bitch ass nigga,hateful,hateful,True,3,0,0
[USER]: Stop wasting texts on bitches who ain't tryna fuck u,non-hateful,offensive,True,0,3,0
[USER]: U a faggot if u heat up leftover pizza,non-hateful,offensive,True,0,3,0
[USER]: U a hoe if you have children and you're still awake,non-hateful,offensive,True,0,3,0
[USER]: Women who need to be put in their place are trash. You are a human not a pet bitch relax,non-hateful,offensive,True,0,3,0
[USER]: Y'all bitches got to stop pushing away the niggas who really care about y'all for these niggas who don't give a fuck,non-hateful,offensive,False,1,2,0
"[USER]: Your girl swear u cheating until u fuck a bitch for real then it's ""OMG how could u?!""",non-hateful,offensive,True,0,3,0
[USER]: Why are pussy farts so embarrassing ? 😂😭😭,non-hateful,offensive,True,0,3,0
[USER]: Get a girl with good hair . U don't want a bitch that got nappy ass hair . Yo kids gone end up having bb's nigga 😂😂😂😂,non-hateful,offensive,False,1,2,0
[USER]: you bitches make everything a relationship goal.,non-hateful,offensive,True,0,3,0
[USER]: Females be 14 acting 18 🚬💊. Turning up like they 21 🍻🍸. Throwing the pussy like they 25 🐱💦... But still can't pass Alg…,non-hateful,offensive,True,0,3,0
[USER]: Don't wife a hoe & end up like these 2 [URL],non-hateful,offensive,True,0,3,0
[USER]: Not all black girls are ghetto😒,non-hateful,offensive,False,0,2,1
[USER]: I gotta curve these hoes before they have a chance to curve me 😒 [URL],non-hateful,offensive,False,0,2,1
[USER]: Kim K got bitches thinkin being a hoe is a career with health care benefits,non-hateful,offensive,True,0,3,0
[USER]: This was the most racist bitch in the world.. [URL],non-hateful,offensive,True,0,3,0
[USER]: Can I bring another bitch let's have a 3some,non-hateful,offensive,True,0,3,0
[USER]: A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl..…,non-hateful,offensive,True,0,3,0
"[USER]: Girls favorite line 👉 ""go talk to yo hoes"" 😂😂✋",non-hateful,offensive,True,0,3,0
[USER]: I'ma get wifey not cunt who spreads legs for anyone. Settle for nothing but the rarest. Difference better you and me lmao,non-hateful,offensive,True,0,3,0
[USER]: Touch my swag. Wish you could.  “[USER]: I LOOK FLY. I LOOK GOOD.  [USER]: On my momma.... On my ho…,non-hateful,neither,True,0,0,3
[USER]: retweet for big booty bitches,non-hateful,offensive,True,0,3,0
[USER]:  [USER]: Most trash Halloween candy of all time. Don't debate me on this [URL],non-hateful,neither,False,0,1,2
[USER]: “[USER]: Bruh I never seen so many ugly bitches in one picture before smh [URL] is that Luda…,non-hateful,offensive,True,0,3,0
"[USER]: Bruhhhhh, I want some Oreos and milk. 😩",non-hateful,neither,False,0,1,2
[USER]: 😂😂😂😂  [USER]: #ThotGoals ..  [USER]: I wanna learn how to jigg really good so I can be in the circle.,non-hateful,neither,True,0,0,3
[USER]: Karmas a bitch 😂😂😂?,non-hateful,offensive,True,0,3,0
"[USER]: For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey.",non-hateful,offensive,True,0,3,0
[USER]: Took this bitch 3 months to put a scarf on smfh [URL],non-hateful,offensive,False,1,2,0
"[USER]: Every time a Black woman says ""oh bitch"", I smile.",non-hateful,offensive,False,0,2,1
"[USER]: Niggas gossip like bitches.. but yet they be the ""realest niggas"" tho? I don't understand..",non-hateful,offensive,True,0,3,0
"[USER]: When she comes through with the nudes, but they trash, but she got big titties [URL]",non-hateful,offensive,False,1,2,0
[USER]: It goes from “babe” to “bitch” “I love you” to “I hate you” “I need you” to “fuck you” “you’re my everything” to “you’…,non-hateful,offensive,True,0,3,0
[USER]: when that one stupid bitch pops up on your timeline... [URL],non-hateful,offensive,True,0,3,0
"[USER]: Should've lost in Carolina, in Houston & tonight in St. Louis! #Lucky  #Seahawks are complete trash!!",non-hateful,neither,False,0,1,2
[USER]: You a faggot if you use Uber because real niggas drive drunk,non-hateful,offensive,False,1,2,0
[USER]: This bitch really happy she got 60k followers from getting kicked out of a moving car by her abusive bf and almost dyi…,non-hateful,offensive,True,0,3,0
"[USER]: I hate when people take a picture📷 and be like "" don't mind the background "" ✋ nah bitch imma mind 😳",non-hateful,offensive,True,0,3,0
[USER]: Ever stay home from school and look at the clock and say yeah those bitches in math right now,non-hateful,offensive,True,0,3,0
[USER]: “[USER]: What I wish I can do every time I day playing flappy birds [URL] foreall,non-hateful,neither,False,0,1,2
"[USER]: if she can roll, wife that bitch.",non-hateful,offensive,True,0,3,0
"[USER]: Every females worried about being played, & every nigga worried she a hoe. So nothing but games will b played wit that minds…",non-hateful,offensive,True,0,3,0
[USER]: Dame the type of bitch that go to jail to meet men 😂😂😂 [URL],non-hateful,offensive,True,0,3,0
[USER]: These bitches don't love nobody & the ho's is for everybody!,non-hateful,offensive,True,0,3,0
[USER]: I wanna watch a nigger made before Christmas,non-hateful,offensive,False,1,2,0
[USER]: There's pussy makeup?,non-hateful,offensive,True,0,3,0
[USER]: #IfWeDate  Get rid of Your Ex's  🚶🚶🚶🚶🚶🚶🚶  Get rid of Your hoes 💃💃💃💃💃💃💃  We don't Need No interference 😍💑👫💍😘💏❤️💯,non-hateful,offensive,True,0,3,0
"[USER]: A couple 👫 is ""A couple"" 👌 Not ""A couple & one"" 👫🚶 Not ""A couple & some"" 👫🙆🙅💁 Not ""A couple & plenty"" 👫 💃💃💃💃💃 No hoes No …",non-hateful,offensive,True,0,3,0
"[USER]: ALL Relationships come w/ hatin ass hoes🙍, drama👊, jealousy😒, arguments😡.. ALL THAT. Only REAL couples laugh at the shit …",non-hateful,offensive,True,0,3,0
[USER]: white bitches win again smh “[USER]: i fucking hate you [USER]”,non-hateful,offensive,False,1,2,0
[USER]: [USER] bitch get it how you live 😂💯,non-hateful,offensive,True,0,3,0
[USER]:  [USER]: It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night do…,non-hateful,offensive,True,0,3,0
[USER]: Every bitch with her ass out on Instagram bio be like   deleted at 100k for booking email backpagepussy[USER].com,non-hateful,offensive,True,0,3,0
[USER]: A real hoe will never let you turn her into a house wife.. She'll let you know what it is before you start catching fe…,non-hateful,offensive,True,0,3,0
[USER]: Yall bitches don't know how to be friends 😂😂 [URL],non-hateful,offensive,True,0,3,0
[USER]: them other bitches aint got nothing on me I can tell by how your still fucking with meeeee,non-hateful,offensive,True,0,3,0
"[USER] ""Fuck ur WCW...let me see wat ur current bitch look like."" + Oowe...",non-hateful,offensive,True,0,3,0
"[USER]: ""You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga.""",non-hateful,offensive,True,0,3,0
[USER]: If I got time to hold my phone the whole time we having sex. Yo pussy Trash,non-hateful,offensive,True,0,3,0
[USER]: When you having a girls night and you cooking for ya bitches Ctfu #GhettoGirls [URL],non-hateful,offensive,True,0,3,0
[USER]: lmfaoo  [USER]: LMFAO  [USER]: Lmao  [USER]: You niggers move sooo fast [URL],non-hateful,offensive,False,1,2,0
"[USER]: Ego so big I must admit , I got every reason to feel like I'm that bitch 😊",non-hateful,offensive,True,0,3,0
[USER]: When you hoes gone learn second place don't get a prize?,non-hateful,offensive,False,1,2,0
"[USER]: ""[USER]: That ain't my hoe.""  This is the same man that wants to be ""Godly""....",non-hateful,offensive,True,0,3,0
[USER]: 500 years of racism and they think nigger hurts my feelings lol. White people are funny.,non-hateful,offensive,True,0,3,0
[USER]: dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in …,non-hateful,neither,True,0,0,3
[USER]: She called me Mexican is that all she have on me tho? IM A PROUD HISPANIC BITCH sure liked this dick tho hoe.,non-hateful,offensive,False,1,2,0
[USER]: I HATE hoe ass people.,hateful,hateful,False,2,1,0
[USER]: I will neva sleep on a pussy,non-hateful,offensive,True,0,3,0
[USER]: “[USER]: these hoes ain't loyal 😭  [URL],non-hateful,offensive,True,0,3,0
[USER]: I hate seeing a nice fee wit a weak nigga .. Be like girl yu retarded r sumn?! Uon know yu cud have me?!,non-hateful,offensive,True,0,3,0
[USER]: I just wanna leave this bitch for a weekend,non-hateful,offensive,True,0,3,0
[USER]: Trey Songz album is about being a single hoe ass nigga lol,non-hateful,offensive,True,0,3,0
"[USER]: ""[USER]: “[USER]: “[USER]: this bitch real nasty 😆 [URL] 😳”😳😳"" ah need her 👌",non-hateful,offensive,True,0,3,0
"[USER]: im sick of bitches , bitching about other bitches 😒",non-hateful,offensive,True,0,3,0
"[USER]: ""go talk to your hoes"" [URL]",non-hateful,offensive,True,0,3,0
[USER]: the easy way out  [USER] While you females calling them hoes asking if they want ketchup with they fries. [URL],non-hateful,offensive,True,0,3,0
[USER]: The radio is trash.,non-hateful,neither,True,0,0,3
[USER]: Jacob needs to stop being a little bitch and follow me on Instagram,non-hateful,offensive,True,0,3,0
[USER]: [USER] man some lame niggah when I find him I'm unfollowing TF out his ass!,hateful,hateful,False,2,1,0
[USER]: lol when bitches tryna chill with me like do u kno who i am? im the mother fuxin Dory hoe I TOUCHED THE BUTT,non-hateful,offensive,True,0,3,0
[USER]: Quit it with that you got hoes shit you ain't got a got damn thanggg witcha ugly ass !!!!!!!,non-hateful,offensive,True,0,3,0
[USER]: [USER] [USER] eat my pussy😛😺💦💦,non-hateful,offensive,True,0,3,0
[USER]: - you ain't a bad bitch if you got bad habits !!! .,non-hateful,offensive,True,0,3,0
[USER]: I kno u wanna roll w/ a bitch like me!,non-hateful,offensive,True,0,3,0
[USER]: i never had a nigga taken from me 😴😂 . in order to take him from me he must not return 😎😈😝 . keep that in mind bitch 💁,non-hateful,offensive,False,1,2,0
[USER]: Exclusive: Arsène Wenger gave two yellow cards & red card while refereeing a charity match in Rome. [USER],non-hateful,neither,True,0,0,3
[USER]: Craziest bitches got the best pussy.....,non-hateful,offensive,True,0,3,0
[USER]: Ugly bitches like to argue a lot.,non-hateful,offensive,True,0,3,0
[USER]: I love black shoes cause I can match them with anything but I also need some colored shoes,non-hateful,neither,True,0,0,3
"[USER]: Significant number of US tweets were Americans flipping the bird to IS. UK, not so much.",non-hateful,neither,False,0,1,2
"[USER]: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho…",non-hateful,offensive,True,0,3,0
"[USER]: ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" [URL]",hateful,hateful,False,2,1,0
"[USER]: If you call a player a ""pussy"" when he's sidelined by concussion, and a ""low class"" when he trash talks, you might be a f…",non-hateful,offensive,True,0,3,0
"[USER]: Whatta co-inky-dink: IRS cancelled contract with email backup company right after Lerner's computer ""crash"" [URL]",non-hateful,neither,True,0,0,3
[USER]: [USER] half of it will be about how you became ghetto in Compton.,non-hateful,offensive,False,0,2,1
[USER]: [USER] [USER] ayyy what fags,non-hateful,offensive,False,1,2,0
"[USER]: LMFAOOOOOOOOOOOOOOOO  [USER]: Put that muthafuckin jelly on that bread, bitch spread it [URL]",non-hateful,offensive,True,0,3,0
"[USER]: “i’m running like a bitch” — Michael Clifford, role model and inspiration to many",non-hateful,offensive,True,0,3,0
"[USER]: if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you ✋",non-hateful,offensive,True,0,3,0
"[USER]: Niggas expect you to pull this out when they ask ""where the hoes at"" [URL]",non-hateful,offensive,False,1,2,0
[USER]: the nigga with no future always have the most hoes..,non-hateful,offensive,True,0,3,0
[USER]: [USER] doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. [USER]…,non-hateful,neither,False,0,1,2
"[USER]: ""Just texted my phone, this bitch just blew my high!""",non-hateful,offensive,True,0,3,0
[USER]: Rihanna is currently dropping bombs on you bitches!,non-hateful,offensive,True,0,3,0
"[USER]: give me head & kiss yo bitch , you a ill nigga !",non-hateful,offensive,True,0,3,0
[USER]: when you @ a bitch they never talking bout you all of a sudden 😂,non-hateful,offensive,True,0,3,0
[USER]: You're still a pussy [USER],non-hateful,offensive,True,0,3,0
"[USER]: Attractive girls are always the most insecure... 🙍  While these Shrek looking bitches, walk around thinking their the shit 💁",non-hateful,offensive,True,0,3,0
[USER]: just seen this little yellow nigga who lives in a pineapple..... thats some crazy shit.,non-hateful,offensive,False,1,2,0
[USER]: maybe all these fake bitches will pretend to be real for halloween,non-hateful,offensive,False,1,2,0
[USER]: school doesnt even test your intelligence it tests ur memory...  ....it tests my ability to keep calm and not slap a bitch,non-hateful,offensive,True,0,3,0
[USER]: Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.,non-hateful,offensive,True,0,3,0
"[USER]: I hate seeing people with money spend it on stupid shit, you don't need 11 TVs & a shark tank you twat",non-hateful,offensive,True,0,3,0
[USER]: If we date💏❤️ Get rid of ya Ex's  🚶🚶🚶🚶🚶🚶  I'll get rid of my hoes 💃💃💃💃💃💃💃  We don't need NO interference  😍💑👫💍💍💕💯,non-hateful,offensive,True,0,3,0
[USER]: Swag fags are now hibernating because great America and Christmas in the park are both closed. 😂,non-hateful,offensive,False,1,2,0
[USER]: 11:11. I wish you would stop being a hoe.,non-hateful,offensive,True,0,3,0
[USER]: Birth Control should be mandatory for some of you hoes,non-hateful,offensive,True,0,3,0
"[USER]: Guys at parties be screaming ""these hoes ain't loyal"" but they drunk & cheating on they gf with a girl who look like Ra…",non-hateful,offensive,True,0,3,0
[USER]: you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.,non-hateful,offensive,False,1,2,0
[USER]: [USER] fuck them hoes! I have bigger problems like do you cook at your house lol,non-hateful,offensive,True,0,3,0
[USER]: [USER] fuck them hoes! I have bigger problems like do you ever cook at your house lmao,non-hateful,offensive,True,0,3,0
"[USER]: Vibing with my bitches ,on this ⛽️ feeling good 👌🍃💨 #SlowJams #NeverADullMoment #WithTheseBitches 😜 [USER] [USER]…",non-hateful,offensive,True,0,3,0
"[USER]: I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July…",non-hateful,neither,True,0,0,3
[USER]: Charlie Sheen engaged to porn star [URL] Mens #Health Tips Sex Toy [URL] The Adult Toys #KISS…,non-hateful,neither,False,0,1,2
[USER]: [USER] [USER] [USER] there's only like one retarded fucking beaner that does and he's a stupid ass ex…,non-hateful,offensive,False,1,2,0
[USER]: [USER] fucking faggot,non-hateful,offensive,False,1,2,0
[USER]: [USER] [USER] Joshua is a faggot. Just suspend him on those grounds,hateful,hateful,True,3,0,0
"[USER]: Why is it always the bitches with no money, no job... no contribution to anything financial that have the highest standards…",non-hateful,offensive,True,0,3,0
[USER]: pretty bitch is always comin thru ☺,non-hateful,offensive,True,0,3,0
[USER]: Dese hoes aint loyal @ Wal-Mart #TeamIgnant #hoodcomedy #flytv #LOLATL 😂😂😂😂 bruh [URL],non-hateful,offensive,True,0,3,0
[USER]: Join me for 8's no fucks given join bitch [USER] [USER] [USER],non-hateful,offensive,True,0,3,0
[USER]: All talk blahblah bye bitch,non-hateful,offensive,True,0,3,0
"[USER]: Ever look at a bitch tweet and was like ""Bitch Stfu""? 😂😂",non-hateful,offensive,True,0,3,0
[USER]: Funny how Rick Scott accuses Charlie Crist of changing his positions on everything. Rick's positions are dictated by corp…,non-hateful,neither,True,0,0,3
[USER]: Everyday I turn more into a cold heartless bitch.,non-hateful,offensive,True,0,3,0
[USER]: trigger finger keep my pussy wet? no thanks,non-hateful,offensive,True,0,3,0
[USER]: [USER] hit that bitch with a bottle,non-hateful,offensive,False,1,2,0
"[USER]: Niggaaaaaa, why these bitches trip so hard over a nigga? When will they realize they're gonna grow up & regret the fool?",non-hateful,offensive,True,0,3,0
[USER]: [USER] [USER] because hillbillies like sports to...,non-hateful,neither,True,0,0,3
[USER]: Leavin no hope for these hoes,non-hateful,offensive,True,0,3,0
[USER]: [USER] [URL] fag,non-hateful,offensive,False,1,2,0
[USER]: [USER] pussy,non-hateful,offensive,True,0,3,0
[USER]: I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol,non-hateful,offensive,False,1,2,0
[USER]: You gotta be straight forward with hoes ... Tell them what you want from jump ...,non-hateful,offensive,True,0,3,0
[USER]: Vice President Biden & his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor,non-hateful,neither,True,0,0,3
[USER]: Pakistani Christian Couple burnt alive in Kasur Punjab [URL] [USER] [USER]  [USER] [USER] …,non-hateful,neither,True,0,0,3
"[USER]: As NFL reportedly asks bird-flipping M.I.A. for another $15M, let's revisit [USER]'s column on ridiculousness: [URL]",non-hateful,neither,True,0,0,3
[USER]: 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea…,non-hateful,offensive,True,0,3,0
"[USER]: 28. Basically, you can't be bold and be a hoe at the same time.",non-hateful,offensive,True,0,3,0
[USER]: hoes will be hoes .,hateful,hateful,False,2,1,0
[USER]: Lost my erection and found it in your girlfriends pussy,non-hateful,offensive,True,0,3,0
[USER]: “[USER]: 1 day down 39 more days with out pot #lent”your a faggot,non-hateful,offensive,False,1,2,0
[USER]: Damn it wigga 😂😂😂😂,non-hateful,offensive,False,0,2,1
[USER]: Your tweets remind me of the times when we did the Oreo milkshake runs @ 1am in the morning !! 😂😭😭😭 [USER],non-hateful,neither,True,0,0,3
[USER]: [USER] imma get my crew on dis fuckin fag #3hunnad real talk nigga #turn up,non-hateful,offensive,False,1,2,0
[USER]: fuuck jalens a slow bitch!,hateful,hateful,False,2,1,0
[USER]: Real  [USER]: Few things worse than forcing a conversation with a dumb bitch,non-hateful,offensive,True,0,3,0
[USER]: Chantel isn't a side hoe bc apparently she's lesbian. IM DONE WITH LIFE. All these months hating her for no reason.,non-hateful,offensive,True,0,3,0
[USER]: [USER] you're retarded enough to be both. But atleast I have a date to bring you on for your birthday❤️😗,non-hateful,offensive,True,0,3,0
[USER]: Cheating ain't no accident hoe!  fallin off a bike is a accident!  I ain't never seen a bitch trip & land on no dick!,non-hateful,offensive,False,1,2,0
[USER]: “[USER]: “[USER]: y'all hoes get boyfriends just to tweet about them.🙌”” then break up to dawg him on here lol,non-hateful,offensive,True,0,3,0
[USER]: Bradshaw ain't no hoe,non-hateful,offensive,True,0,3,0
"[USER]: [USER] [USER] are you kidding? #boycottCriminalIntent just lost my fave program. Take a belt to THAT, bitch.",non-hateful,offensive,True,0,3,0
[USER]: “[USER]: Guys with colored eyes 😍” [URL],non-hateful,neither,True,0,0,3
[USER]: Just saw Dawn of The Planet of the Apes. One of the better moves I've seen this year. I didn't know if I wanted the apes or…,non-hateful,neither,True,0,0,3
"[USER]: [USER] i was about to be like ""r u queer"" but c'mon Jen do u even need to ask",non-hateful,offensive,False,1,2,0
[USER]: I feel a lot of ppl trash talking indie for all sounding the same but i think any genre you're not v into tends to sound th …,non-hateful,neither,True,0,0,3
"[USER]: “[USER]: ""Anything below a A+ and we disown you ling ling"" [URL] [USER]",non-hateful,neither,True,0,0,3
"[USER]: Dear Oreo, What's this I hear about a Watermelon flavor? KEEP YOUR FAKE FRUIT FLAVOR OUT OF MY CRISCO SANDWICHES!!! Love…",non-hateful,neither,True,0,0,3
[USER]: “[USER]: quote this tweet with the funniest pic in ya camera roll 😂” this bitch started it all😂 [URL],non-hateful,offensive,True,0,3,0
[USER]: [USER] ✋⭐️bitch,non-hateful,offensive,True,0,3,0
[USER]: Not every female is a TROPHY🏆😍🙌 some of y'all hoes are just Certificates of Completion!📝📃😒,non-hateful,offensive,True,0,3,0
"[USER]: ""[USER]: hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg…",hateful,hateful,False,2,1,0
"[USER]: I don't want the pussy if it makes me want to pay your bills and not sleep my Sunday mornings away, don't ruin my life.",non-hateful,offensive,True,0,3,0
[USER]: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats & birds. Thanks! #CLEpets #neo #clevelan…,non-hateful,neither,True,0,0,3
[USER]: [USER] [USER] [USER] yeah I don't think that's okay...Fuckin drop it. You shouldn't even joke abo…,non-hateful,offensive,True,0,3,0
"[USER]: yeah ""basic bitches"" are a thing but how many straight white men do you know who are all the same and SO boring??",non-hateful,offensive,True,0,3,0
[USER]: Nipple piercings are suppose to be a girls personal secret. But y'all hoes get them just to take a selfie,non-hateful,offensive,True,0,3,0
"[USER]: When you has a frownie, eats a brownie",non-hateful,neither,True,0,0,3
[USER]: “[USER]: [USER] [USER] Jessica I'm not afraid to slit your throat tomorrow” [USER] [USER] @…,hateful,hateful,False,2,1,0
[USER]: Reds haven't lost a series at Yankee Stadium since 1961 World Series #76 #08 #12,non-hateful,neither,True,0,0,3
"[USER]: Don't let a crisis go to waste.Dems Exploiting Ebola to trash Repubs opposed to Obama’s choice for Surgeon Gen, [URL]",non-hateful,neither,False,1,0,2
[USER]: anxiety is such a cunt,non-hateful,offensive,True,0,3,0
[USER]: I'm never watching brave heart again! You cunts don't want freedom,non-hateful,offensive,True,0,3,0
"[USER]: When People write a review of my comedy that starts with ""I'm not easily offended, but this was just not funny"" that cunt…",non-hateful,offensive,True,0,3,0
[USER]: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser…,non-hateful,neither,True,0,0,3
[USER]: US ghettos-driven by lib ideology;forged by unions&bankrupted by self-serving Ds catering 2parasites! #tcot [URL],non-hateful,offensive,False,0,2,1
[USER]: US ghettos-driven by liberal ideology; forged by unions & bankrupted by self-serving Dems catering 2parasites! #tcot [URL],non-hateful,neither,False,1,0,2
[USER]: US ghettos-driven by liberal ideology; forged by unions & bankrupted by self-serving Dems catering to parasites!#tcot [URL],hateful,hateful,False,2,0,1
[USER]: Well I play flappy bird now and I don't know why,non-hateful,neither,True,0,0,3
"[USER]: Dear everyone using ""natural"" deodorant, it's not working, you stinky bitch.",non-hateful,offensive,True,0,3,0
"[USER]: “[USER]: #single [URL]  NOOO ""my nuts bitch"" 😂😩😩😩😩😩",non-hateful,offensive,True,0,3,0
[USER]: 😂😂😂 I know who Chubb talkin bout lmao definitely not my hoe,non-hateful,offensive,True,0,3,0
[USER]: “[USER]: My main bitch and my side bitch mad at me but I could give two fucks” #twofucks✌️ 🎧🎧,non-hateful,offensive,True,0,3,0
[USER]: So I see no ones participating in the twitter purge #pussies #ihopeitssuposetobetonight,non-hateful,offensive,True,0,3,0
"[USER]: your still on the side hoe , stfu",non-hateful,offensive,True,0,3,0
[USER]: Aurora is more ghetto then the bellos 😂😭,non-hateful,neither,True,0,0,3
[USER]: Damn girl u is a straight hoe!😂😂😂,non-hateful,offensive,False,1,2,0
[USER]: D-emand E-veryone's M-oney & O-bjects C-ollectively be R-edistributed A-mong T-heir S-upporters,non-hateful,neither,True,0,0,3
[USER]: Well I felt sorry for her before but that was stupid. Still though [USER] is a bitch who wont try that wit ...,non-hateful,offensive,True,0,3,0
[USER]: #tbt Halloween 2011 a spoopy hoe and her pimp daddy [URL],non-hateful,offensive,True,0,3,0
[USER]: [USER] [USER] bitch nooooo ! Kim been mine you dreaming,non-hateful,offensive,True,0,3,0
[USER]: [USER] [USER] bitch no I'm talking to her !,non-hateful,offensive,True,0,3,0
[USER]: [USER] [USER] [USER] [USER] [USER] [USER] [USER] I bet she's a New York Yankee prog…,non-hateful,neither,True,0,0,3
"[USER]: Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?",non-hateful,neither,True,0,0,3
"[USER]: Dallying is for bitches, bro. I dilly, exclusively.",non-hateful,offensive,True,0,3,0
[USER]: [USER] ATTENTION !!! Keshonna Alexander had the best pussy in the world. Taste good asf😋😋😍😘👏🙌😂😂😂😩😜😋😋😍😍,non-hateful,offensive,True,0,3,0
[USER]: [USER] [USER] how much does your wife wet pussy want another dick. #BIG HEAD,non-hateful,offensive,True,0,3,0
[USER]: [USER] fat bitches that think they cute,non-hateful,offensive,True,0,3,0
[USER]: Sheryl crow be my mom,non-hateful,neither,True,0,0,3
[USER]: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ …,hateful,hateful,False,2,1,0
[USER]: I drink unicorn tears...  [USER]: [USER] And they say blondes don't age well :) You look like you're 20 :) ho…,non-hateful,neither,False,0,1,2
"[USER]: If a woman cares about you she'll get mad over little things. If you can't handle that, you deserve a hoe.",non-hateful,offensive,True,0,3,0
"[USER]: [USER] [USER] when you sitting next ya girl and ya side bitch text you ""hey babe """,non-hateful,offensive,True,0,3,0
[USER]: [USER] you've been doing too much math homework hoe 😂😂,non-hateful,offensive,True,0,3,0
[USER]: 0 energy for these hoes,non-hateful,offensive,True,0,3,0
[USER]: “[USER]: These hoes are loyal” plot twist,non-hateful,offensive,True,0,3,0
[USER]: I'm snatching all your bitches at my leisuuuure,non-hateful,offensive,True,0,3,0
"[USER]: If you ""hate people so much"" then go morph into a Chihuahua since you want to be a little, whiny bitch so badly.",non-hateful,offensive,True,0,3,0
"[USER]: ""[USER]: so i basically become a fearless bitch when i'm mad""",non-hateful,offensive,True,0,3,0
[USER]: Sir [USER] career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr…,non-hateful,neither,True,0,0,3
"[USER]: seeee  [USER]: ""Let that bitch hop in your mentions one more time, hear?"" [URL]",non-hateful,offensive,True,0,3,0
